cycle,simulation_time,action,green_time,phase,queue_length,total_waiting_time,avg_waiting_time_per_vehicle,occupancy,density,throughput,vehicles_in_detectors,flow_rate,jam_detected,vehicles_through_motorcycle,vehicles_through_passenger,vehicles_through_bus,vehicles_through_truck,total_vehicles_through,cumulative_throughput,avg_speed,fuel_consumption,co2_emission
267,5073.0,0,15,3,71,71,1.0,80.26408930237824,295.83333333333337,23.200000000000014,71,283.69603784743003,False,5573,1081,23,10,6687,2818.9000000000005,0.3801433603591712,56480.86505235517,177120.48287964973
268,5092.0,0,15,6,37,37,1.0,41.910809232853666,154.16666666666666,3.5,37,283.4858601728225,False,5578,1083,23,10,6694,2822.4000000000005,0.6879295350683107,28240.000000000007,88581.66666666661
269,5111.0,0,15,0,58,58,1.0,63.828062087825046,241.66666666666666,5.6,58,283.83193112893997,False,5590,1083,24,10,6707,2828.0000000000005,0.5301369152760638,44540.36287649873,139685.99964798475
270,5130.0,0,15,3,83,83,1.0,88.57635761524807,345.83333333333337,23.100000000000012,83,284.4035087719322,False,5627,1095,24,10,6756,2851.1000000000004,0.324552806531512,65296.94796271548,204759.6327846707
271,5149.0,0,15,6,50,50,1.0,52.441644522384976,208.33333333333331,5.3,50,284.3503592930689,False,5638,1097,24,10,6769,2856.4000000000005,0.6088497957705449,39878.12246620473,125140.4328102289
272,5168.0,0,15,0,58,58,1.0,66.17061156413631,241.66666666666663,2.5,58,284.323722910219,False,5643,1098,24,10,6775,2858.9000000000005,0.3963167484325095,43567.166595451774,136736.62216825623
273,5187.0,0,15,3,77,77,1.0,87.16048964040903,320.8333333333333,26.80000000000001,77,284.23655292076563,False,5689,1109,24,11,6833,2885.7000000000007,0.26217712500291357,61888.482212593415,194175.16832934404
274,5206.0,0,15,6,40,40,1.0,42.468185834734314,166.66666666666663,2.4,40,284.124087591243,False,5697,1109,24,11,6841,2888.100000000001,0.8290863861783407,30751.666666666675,96455.83333333327
275,5225.0,0,15,0,55,55,1.0,60.20336070856664,229.16666666666663,5.1,55,284.1933014354088,False,5714,1109,24,11,6858,2893.2000000000007,0.5188907123309743,41338.82911258281,129648.39908012487
276,5244.0,0,15,3,68,68,1.0,75.0583860158499,283.3333333333333,21.40000000000001,68,284.17620137299974,False,5762,1116,24,11,6913,2914.600000000001,0.3529655954397974,53017.297419177026,166261.07716766154
277,5263.0,0,15,6,33,33,1.0,40.10005268251658,137.49999999999997,6.0,33,284.056621698653,False,5772,1119,24,11,6926,2920.600000000001,0.7939936874917123,25616.783552104203,80358.34712197667
278,5282.0,0,15,0,50,50,1.0,58.09348818234129,208.33333333333331,7.999999999999999,50,284.44907232109244,False,5782,1122,25,11,6940,2928.600000000001,0.8439984574337583,29572.890225705658,92761.81505217696
279,5301.0,0,15,3,65,65,1.0,73.88361047118978,270.8333333333333,24.200000000000014,65,284.7198641765724,False,5816,1136,25,11,6988,2952.8000000000006,0.35363689404585036,49556.24723502695,155365.32435478375
280,5320.0,0,15,6,39,39,1.0,41.42667291448344,162.49999999999997,11.6,39,284.60808270676876,False,5838,1141,25,11,7015,2964.4000000000005,0.9700152731024503,29932.995144587083,93844.08077878444
281,5339.0,0,15,0,50,50,1.0,56.74054290168717,208.33333333333331,4.2,50,285.0870949616051,False,5842,1144,25,11,7022,2968.6000000000004,0.7172754422510367,36009.14270905664,112893.07083154251
282,5358.0,0,15,3,70,70,1.0,76.99054290168718,291.66666666666663,21.90000000000001,70,285.1259798432268,False,5885,1153,25,11,7074,2990.5000000000005,0.2564917162795463,54186.84343609243,169881.62609171963
283,5377.0,0,15,6,40,40,1.0,42.94076181357942,166.66666666666666,7.299999999999999,40,285.00557931932474,False,5896,1157,25,11,7089,2997.8000000000006,0.9008131964535975,30120.00754470448,94430.1198595844
284,5396.0,0,15,0,61,61,1.0,64.39970164176533,254.16666666666666,5.499999999999999,61,285.55318754633225,False,5911,1158,25,11,7105,3003.3000000000006,0.5628819392538104,42061.87666486771,131868.32038816868
285,5415.0,0,15,3,72,72,1.0,79.21536794200891,300.0,22.900000000000013,72,285.7645429362897,False,5954,1168,25,11,7158,3026.2000000000007,0.3599355018605648,53451.10420834202,167575.921327154
286,5434.0,0,15,6,39,39,1.0,44.17370127534225,162.49999999999997,7.0,39,285.6597350018418,False,5964,1172,25,11,7172,3033.2000000000007,0.5871315038219341,29584.444444444456,92751.11111111107
287,5453.0,0,15,0,62,62,1.0,66.47622951488619,258.33333333333337,5.599999999999999,62,286.1498257839736,False,5976,1174,25,11,7186,3038.8000000000006,0.9264839379129916,37365.60772472242,117146.18188479291
288,5472.0,0,15,3,84,84,1.0,91.3170260932383,350.0,25.800000000000004,84,286.5049342105278,False,6012,1189,25,11,7237,3064.600000000001,0.15379686301123435,66975.83620612946,209976.83683033785
289,5491.0,0,15,6,54,54,1.0,53.28240295342346,224.99999999999997,6.1,54,286.5461664541991,False,6019,1193,25,11,7248,3070.7000000000007,0.8485823657666317,39797.77777777777,124769.44444444434
290,5510.0,0,15,0,67,67,1.0,67.10249833146636,279.16666666666663,3.9999999999999996,67,286.5299455535403,False,6029,1194,25,11,7259,3074.7000000000007,0.35591874321368844,50577.60185364861,158564.89143155725
291,5529.0,0,15,3,84,84,1.0,85.09441170983442,350.0,21.500000000000014,84,286.83125339121125,False,6074,1202,25,11,7312,3096.2000000000007,0.23476753915205192,67244.2497415736,210863.72027512573
292,5548.0,0,15,6,51,51,1.0,49.27072417607015,212.49999999999997,4.199999999999999,51,286.76550108147194,False,6088,1202,25,11,7326,3100.4000000000005,0.7515702329634286,39012.53223660211,122354.50802763333
293,5567.0,0,15,0,56,56,1.0,62.761483414332844,233.33333333333334,6.6,56,286.58703071672466,False,6100,1205,25,11,7341,3107.0000000000005,0.682278382084463,42327.40620793133,132760.4254267118
294,5586.0,0,15,3,70,70,1.0,77.87660012261944,291.66666666666663,21.100000000000012,70,286.61117078410416,False,6147,1212,25,11,7395,3128.1000000000004,0.4570058607769783,53706.18717245889,168421.32989278538
295,5605.0,0,15,6,34,34,1.0,40.6534031366057,141.66666666666666,7.999999999999998,34,286.4745762711874,False,6157,1215,26,11,7409,3136.1000000000004,1.1105054522944258,25506.09351440594,80011.88928430082
296,5624.0,0,15,0,55,55,1.0,58.721084300102646,229.16666666666669,6.1,55,286.6989687055486,False,6164,1219,26,11,7420,3142.2000000000003,0.48699120577273436,35533.457695840254,111400.64310658087
297,5643.0,0,15,3,83,83,1.0,82.01369241763624,345.8333333333333,19.70000000000001,83,286.8261562998414,False,6223,1221,26,11,7481,3161.9,0.30099328967090466,65717.2323352943,206028.8245151038
298,5662.0,0,15,6,41,41,1.0,42.55535908430291,170.83333333333331,7.899999999999999,41,286.5948428117281,False,6236,1225,26,11,7498,3169.8,0.8804720961438708,32598.71491682311,102200.88890566063
299,5681.0,0,15,0,58,58,1.0,64.01919126369032,241.66666666666666,5.5,58,287.0779792290097,False,6241,1229,26,11,7507,3175.3,0.8571932153975843,39578.86627048158,124083.98963604117
300,5700.0,0,15,3,73,73,1.0,80.23087946130309,304.1666666666667,24.500000000000014,73,287.0921052631586,False,6286,1240,26,11,7563,3199.8,0.32750130478643436,57339.37813945923,179765.11774774783
301,5719.0,0,15,6,37,37,1.0,39.56421279463643,154.16666666666666,6.299999999999999,37,286.8464766567588,False,6297,1243,26,11,7577,3206.1000000000004,0.5877521345655534,27183.888888888894,85224.72222222219
302,5738.0,0,15,0,62,62,1.0,64.30468831014724,258.3333333333333,5.299999999999999,62,287.3631927500877,False,6308,1245,26,11,7590,3211.4000000000005,0.627371013043162,42760.74276059919,134058.9983268026
303,5757.0,0,15,3,91,91,1.0,91.53218139558308,379.1666666666667,23.500000000000014,91,287.46221990620165,False,6353,1255,26,11,7645,3234.9000000000005,0.10593788977896784,73041.38356845106,228990.47979858748
304,5776.0,0,15,6,55,55,1.0,54.332862734229884,229.16666666666663,6.399999999999999,55,287.5839681440448,False,6361,1259,26,11,7657,3241.3000000000006,0.6720900870397604,52698.620283743374,165491.79672902517
305,5795.0,0,15,0,71,71,1.0,74.2998678736992,295.83333333333337,2.7999999999999994,71,287.6505608283007,False,6367,1260,26,11,7664,3244.100000000001,0.4431090098839635,49095.22613711376,153963.8437503648
306,5814.0,0,15,3,87,87,1.0,91.86693327177537,362.5,26.400000000000006,87,287.6857585139322,False,6415,1270,27,11,7723,3270.500000000001,0.22971114312042296,69005.41114295172,216384.76476544005
307,5833.0,0,15,6,53,53,1.0,51.825266605108695,220.83333333333331,7.899999999999999,53,287.5972912737874,False,6438,1271,27,11,7747,3278.400000000001,0.8515001931663916,43482.364604746814,136321.4094129475
308,5852.0,0,15,0,51,51,1.0,55.701911157093306,212.5,5.599999999999999,51,287.5555365686947,False,6450,1273,27,11,7761,3284.000000000001,0.6110270322974062,39082.78309031495,122675.1733468468
309,5871.0,0,15,3,65,65,1.0,77.84244236127387,270.8333333333333,21.70000000000001,65,287.6903423607565,False,6489,1279,28,12,7808,3305.7000000000007,0.2419535214759505,53803.942150341936,168875.56109224758
310,5890.0,0,15,6,35,35,1.0,40.009109027940546,145.8333333333333,9.499999999999998,35,287.3505942275044,False,6504,1284,28,12,7828,3315.2000000000007,0.18007674374851054,28959.714425048827,90838.55727236571
311,5909.0,0,15,0,61,61,1.0,66.57129524564387,254.16666666666666,8.899999999999999,61,288.0487392113726,False,6517,1287,28,13,7845,3324.100000000001,1.0485968878052876,39719.93871583447,124675.40964914583
312,5928.0,0,15,3,76,76,1.0,82.80051159979584,316.66666666666663,22.900000000000016,76,288.31730769230774,False,6560,1297,28,13,7898,3347.000000000001,0.26187762207673776,59716.01417810722,187261.7995148045
313,5947.0,0,15,6,44,44,1.0,46.228447105767394,183.33333333333331,4.7,44,288.29662014461076,False,6569,1299,28,13,7909,3351.7000000000007,1.0541803655765107,33263.33333333334,104329.99999999993
314,5966.0,0,15,0,66,66,1.0,66.98954602931079,274.99999999999994,8.599999999999998,66,288.6004022795843,False,6581,1302,29,13,7925,3360.3000000000006,0.9154951404449319,39975.48588301106,125326.20167703583
315,5985.0,0,15,3,91,91,1.0,86.59117180878792,379.16666666666663,21.60000000000001,91,288.62406015037584,False,6633,1306,30,13,7982,3381.9000000000005,0.2995109700074142,73582.34894510094,230685.76982510093
316,6004.0,0,15,6,55,55,1.0,51.43250616468041,229.16666666666663,3.8999999999999995,55,288.4901732178546,False,6646,1306,30,13,7995,3385.8000000000006,0.6557117426449924,42420.55555555553,132991.38888888876
317,6023.0,0,15,0,72,72,1.0,71.63568876145752,299.99999999999994,5.499999999999998,72,288.55138635231594,False,6661,1307,30,13,8011,3391.3000000000006,0.5968161365620787,52263.8573832401,163851.81365768996
318,6042.0,0,15,3,81,81,1.0,85.85165403768278,337.49999999999994,22.60000000000001,81,288.6122144985102,False,6703,1317,30,13,8063,3413.9000000000005,0.33620037977196976,62960.85157246616,197387.92533571215
319,6061.0,0,15,6,48,48,1.0,50.50411961005741,199.99999999999994,6.699999999999999,48,288.35340702854285,False,6722,1318,30,13,8083,3420.6000000000004,0.43303552163829456,38861.40185566672,121833.69408645651
320,6080.0,0,15,0,55,55,1.0,60.866852435376835,229.16666666666663,2.5,55,288.6735197368418,False,6727,1319,30,13,8089,3423.1000000000004,0.5736357532922532,37845.19744227378,118649.19705673005
321,6099.0,0,15,3,74,74,1.0,82.61577367507564,308.33333333333326,17.600000000000005,74,288.976881455976,False,6759,1327,30,13,8129,3440.7000000000003,0.21581497768368998,59732.489411714516,187370.52559350265
322,6118.0,0,15,6,41,41,1.0,41.824115491722836,170.8333333333333,10.299999999999999,41,288.984145145472,False,6770,1334,30,13,8147,3451.0000000000005,0.7519328087016808,32127.503625818263,100824.62094378959
323,6137.0,0,15,0,67,67,1.0,66.39851970920814,279.1666666666667,11.500000000000004,67,289.33599478572546,False,6785,1341,30,13,8169,3462.5000000000005,1.2518605451547886,44653.200413279956,140092.9422338742
324,6156.0,0,15,3,86,86,1.0,90.02549091129919,358.33333333333326,23.30000000000001,86,289.34210526315735,False,6836,1349,30,13,8228,3485.8000000000006,0.18915575344944752,69474.38377681805,217909.84850966284
325,6175.0,0,15,6,49,49,1.0,48.44216911588353,204.1666666666666,4.799999999999999,49,289.13684210526264,False,6852,1349,30,13,8244,3490.600000000001,0.5606256022023847,40949.27240652675,128481.07792605429
326,6194.0,0,15,0,63,63,1.0,63.99567156184374,262.5,6.599999999999998,63,289.31062318372557,False,6864,1350,30,14,8258,3497.2000000000007,0.44825860340021667,45769.73004808608,143491.1869114652
327,6213.0,0,15,3,78,78,1.0,83.02324324434693,325.0,18.500000000000007,78,289.43264123611715,False,6909,1353,30,15,8307,3515.7000000000007,0.29511533851601357,63521.772416848304,199349.96778491413
328,6232.0,0,15,6,49,49,1.0,52.10657657768026,204.16666666666666,4.099999999999999,49,289.1712130937092,False,6916,1355,30,15,8316,3519.8000000000006,0.31024308344212786,38714.99999999999,121477.22222222215
329,6251.0,0,15,0,80,80,1.0,81.12835336673153,333.3333333333333,8.399999999999999,80,289.5376739721637,False,6924,1359,30,16,8329,3528.2000000000007,0.44032792832751866,55446.94066724126,173830.7445011044
330,6270.0,0,15,3,95,95,1.0,94.57863890620933,395.83333333333326,21.800000000000008,95,289.7727272727265,False,6970,1367,30,16,8383,3550.000000000001,0.278447985516584,75574.93834368791,236933.26790910566
331,6289.0,0,15,6,63,63,1.0,59.495305572876006,262.49999999999994,8.299999999999997,63,289.63428207982105,False,6991,1369,30,16,8406,3558.300000000001,0.510146819428611,49173.88888888884,154163.05555555542
332,6308.0,0,15,0,78,78,1.0,74.20230892177892,324.99999999999994,3.9999999999999996,78,289.67501585288437,False,7001,1370,30,16,8417,3562.300000000001,0.49953689620597924,54983.22354657824,172376.25882062086
333,6327.0,0,15,3,96,96,1.0,94.52614558340757,400.0,24.200000000000006,96,289.6799431009948,False,7045,1381,30,16,8472,3586.500000000001,0.1921047160257766,76558.95198144317,240017.3452433801
334,6346.0,0,15,6,62,62,1.0,56.75552101837985,258.33333333333326,5.499999999999999,62,289.5288370627157,False,7060,1382,30,16,8488,3592.000000000001,0.9609156342767565,45880.55555555552,143838.05555555542
335,6365.0,0,15,0,65,65,1.0,65.62771890242003,270.8333333333333,5.6,65,289.51296150824726,False,7072,1384,30,16,8502,3597.600000000001,0.4547544745928596,49266.86630251429,154455.55856265585
336,6384.0,0,15,3,79,79,1.0,77.46688479434204,329.16666666666663,15.300000000000008,79,289.27161654135233,False,7113,1387,30,16,8546,3612.900000000001,0.37087687726962965,61925.03463943919,194139.08602262073
337,6403.0,0,15,6,46,46,1.0,45.30021812767537,191.66666666666663,7.599999999999998,46,289.0598157113842,False,7135,1388,30,16,8569,3620.500000000001,0.6212364106825127,36462.44686062348,114312.51293899745
338,6422.0,0,15,0,65,65,1.0,61.30198775224328,270.8333333333333,6.299999999999999,65,289.3257552164423,False,7146,1391,30,16,8583,3626.800000000001,0.7736997741759044,43511.307987565066,136410.82369441536
339,6441.0,0,15,3,89,89,1.0,88.44293166766903,370.8333333333333,22.50000000000001,89,289.457382394037,False,7191,1400,30,16,8637,3649.300000000001,0.22156776637670003,71365.3652590597,223837.32491023233
340,6460.0,0,15,6,56,56,1.0,54.35959833433569,233.33333333333331,3.7,56,289.37229102167055,False,7200,1401,30,16,8647,3653.000000000001,0.6061391135381784,43960.555555555526,137921.11111111098
341,6479.0,0,15,0,69,69,1.0,72.75706637718095,287.5,5.199999999999999,69,289.4613366260212,False,7214,1402,30,16,8662,3658.2000000000007,0.38547686172836765,52718.35510700149,165378.53693363015
342,6498.0,0,15,3,86,86,1.0,88.1874112803426,358.3333333333333,24.90000000000001,86,289.69529085872443,False,7257,1412,30,17,8716,3683.100000000001,0.3078917826609399,67120.74422723736,210429.34340470674
343,6517.0,0,15,6,51,51,1.0,50.222865256532586,212.5,4.6,51,289.4790547798053,False,7269,1413,30,17,8729,3687.7000000000007,0.3179669911149698,39797.777283980715,124769.44289643857
344,6536.0,0,15,0,62,62,1.0,67.16472553762651,258.3333333333333,5.8999999999999995,62,289.5738984088113,False,7282,1415,30,17,8744,3693.600000000001,0.6137308162116482,44975.23047415479,141002.97348333988
345,6555.0,0,15,3,83,83,1.0,84.1123947936947,345.83333333333326,22.30000000000001,83,289.51029748283605,False,7333,1422,30,17,8802,3715.900000000001,0.32125781752057464,66770.29553688764,209331.1802046289
346,6574.0,0,15,6,44,44,1.0,44.404926559103984,183.3333333333333,5.599999999999999,44,289.24170976574237,False,7345,1424,30,17,8816,3721.500000000001,0.40133850496788726,34716.62119304439,108840.11273812247
347,6593.0,0,15,0,57,57,1.0,62.175228100258444,237.49999999999997,5.399999999999999,57,289.50022751402844,False,7363,1424,30,17,8834,3726.900000000001,0.8627177494298288,34697.90272673059,108782.7263221272
348,6612.0,0,15,3,76,76,1.0,80.46634760833514,316.66666666666663,22.30000000000001,76,289.51225045371893,False,7404,1434,30,17,8885,3749.200000000001,0.4653906393510264,57725.45518198143,180975.602212
349,6631.0,0,15,6,44,44,1.0,44.42468094166847,183.3333333333333,9.0,44,289.36133313225594,False,7414,1440,30,17,8901,3758.200000000001,0.9168103422515117,40163.10639835782,125916.98266286694
350,6650.0,0,15,0,63,63,1.0,62.733933963918965,262.5,5.6,63,289.5631578947352,False,7426,1442,30,17,8915,3763.800000000001,0.5639479022882284,43179.45072260429,135370.66245110717
351,6669.0,0,15,3,85,85,1.0,85.90818667729317,354.16666666666663,22.100000000000012,85,289.7705802968944,False,7473,1450,30,17,8970,3785.900000000001,0.29074294174125953,67599.27626090843,211929.12846338772
352,6688.0,0,15,6,52,52,1.0,50.8665209691932,216.66666666666663,4.3,52,289.5731160287064,False,7484,1451,30,17,8982,3790.200000000001,0.7558337257796576,39908.888888888876,125117.2222222221
353,6707.0,0,15,0,76,76,1.0,76.2378061166394,316.66666666666663,3.999999999999999,76,289.8330102877573,False,7494,1452,30,17,8993,3794.200000000001,0.8032519016737477,51956.79140403807,162889.38673559602
354,6726.0,0,15,3,91,91,1.0,90.92506949312323,379.16666666666663,23.40000000000001,91,289.82381801962356,False,7542,1461,30,17,9050,3817.6000000000013,0.2135465153287216,72534.43422078069,227401.0176732993
355,6745.0,0,15,6,58,58,1.0,54.92506949312323,241.66666666666663,7.399999999999999,58,289.7279466271293,False,7560,1463,30,17,9070,3825.0000000000014,0.4337331764475193,46895.37647528879,147020.25320974778
356,6764.0,0,15,0,59,59,1.0,63.33101777635924,245.83333333333331,4.799999999999999,59,290.02513305736056,False,7576,1463,30,17,9086,3829.8000000000015,0.5155108557454559,40482.38001035724,126916.2597442357
357,6783.0,0,15,3,73,73,1.0,81.71609203254977,304.1666666666667,24.800000000000008,73,290.17470145952916,False,7622,1474,30,17,9143,3854.6000000000017,0.3062986764109351,55249.99346489133,173215.56229578698
358,6802.0,0,15,6,38,38,1.0,41.00775869921643,158.33333333333331,6.8,38,289.95295501322937,False,7628,1479,30,17,9154,3861.400000000002,0.7624485112334112,28021.111111111117,87849.4444444444
359,6821.0,0,15,0,61,61,1.0,64.96259252155443,254.16666666666663,3.3000000000000003,61,290.3525875971244,False,7639,1479,30,17,9165,3864.700000000002,0.572679942424036,42057.60021762107,131854.9052087133
360,6840.0,0,15,3,75,75,1.0,84.74249517574452,312.5,25.800000000000008,75,290.5394736842084,False,7675,1494,30,17,9216,3890.5000000000023,0.15508835845521618,59204.176577290105,185612.2880916764
361,6859.0,0,15,6,46,46,1.0,47.61749517574452,191.66666666666669,5.699999999999998,46,290.4563347426717,False,7684,1497,30,17,9228,3896.200000000002,0.6621181221145964,34711.88359805188,108825.26033859463
362,6878.0,0,15,0,62,62,1.0,64.71629054996937,258.3333333333333,6.199999999999999,62,290.766211107878,False,7698,1499,30,17,9244,3902.400000000002,0.7532057855016484,44275.72027136689,138807.92442030742
363,6897.0,0,15,3,79,79,1.0,85.92322559178321,329.16666666666663,23.40000000000001,79,290.96998695084596,False,7736,1511,30,17,9294,3925.800000000002,0.2694434923670604,61149.34176855303,191756.45236298427
364,6916.0,0,15,6,49,49,1.0,49.79822602535765,204.16666666666663,2.6999999999999997,49,290.8212839791764,False,7745,1511,30,17,9303,3928.500000000002,0.7345210640549356,38157.13808736035,119672.51896968864
365,6935.0,0,15,0,63,63,1.0,67.55067912247995,262.49999999999994,3.9,63,290.7253064167244,False,7758,1511,30,17,9316,3932.400000000002,0.47181472189621737,47201.18646056749,148026.52044520472
366,6954.0,0,15,3,78,78,1.0,84.89738623654813,325.0,23.200000000000017,78,290.72044866263775,False,7812,1518,30,17,9377,3955.6000000000017,0.10826543051413755,63366.10560960621,198705.7198434726
367,6973.0,0,15,6,40,40,1.0,45.27238623654813,166.66666666666663,3.4000000000000004,40,290.48329270041336,False,7820,1519,30,17,9386,3959.000000000002,0.9994926734938983,31915.69718604653,100105.88783355427
368,6992.0,0,15,0,51,51,1.0,56.93953616444607,212.49999999999997,5.999999999999998,51,290.472683066359,False,7830,1522,30,17,9399,3965.000000000002,0.6203080180029091,38578.340165386,120993.90233089468
369,7011.0,0,15,3,77,77,1.0,83.14659635453279,320.8333333333333,22.80000000000001,77,290.6290115532708,False,7876,1531,30,17,9454,3987.800000000002,0.3780189841391919,58184.31051362669,182460.5274831752
370,7030.0,0,15,6,44,44,1.0,46.946051180369295,183.3333333333333,4.8999999999999995,44,290.5924608819319,False,7889,1532,30,17,9468,3992.700000000002,1.082555978450244,35125.32738838408,110168.14526037354
371,7049.0,0,15,0,68,68,1.0,69.7752337277508,283.3333333333333,8.099999999999998,68,290.8306142715252,False,7896,1536,31,17,9480,4000.800000000002,1.3189254462570899,40942.09807941248,128358.58629604324
372,7068.0,0,15,3,94,94,1.0,94.58380324015337,391.66666666666663,22.600000000000005,94,291.08658743633,False,7948,1543,31,17,9539,4023.400000000002,0.28041140855528973,75582.77422119667,236957.5512311267
373,7087.0,0,15,6,56,56,1.0,53.562271839615974,233.3333333333333,6.499999999999999,56,290.8522647100296,False,7963,1545,31,17,9556,4029.900000000002,0.4745181100001258,43836.35877324528,137430.47578747023
374,7106.0,0,15,0,68,68,1.0,67.4918628549499,283.33333333333337,3.6999999999999993,68,290.96115958344774,False,7972,1546,31,17,9566,4033.6000000000017,0.5989820137066231,48653.639081576956,152532.91489994637
375,7125.0,0,15,3,88,88,1.0,87.47869931552168,366.66666666666663,22.100000000000012,88,290.8484210526286,False,8019,1554,31,17,9621,4055.7000000000016,0.1909558559423794,69055.04890077931,216492.96198269576
376,7144.0,0,15,6,54,54,1.0,51.73946823682917,224.99999999999997,5.299999999999999,54,290.7488801791684,False,8030,1556,31,17,9634,4061.000000000002,0.8569016210484163,42014.46353306256,131718.8127968865
377,7163.0,0,15,0,63,63,1.0,66.58551318016029,262.5,6.799999999999999,63,290.82577132486085,False,8046,1558,31,17,9652,4067.800000000002,0.2974174723119332,44537.58142908493,139629.7364107677
378,7182.0,0,15,3,77,77,1.0,84.87081284084016,320.8333333333333,24.900000000000013,77,290.9711779448591,False,8089,1570,31,17,9707,4092.700000000002,0.28390091890692765,58480.352965659884,183342.5253950926
